filename,class,bbox
005605.png,Car,"[688.21, 183.96, 746.26, 239.85]"
005058.png,Van,"[404.12, 163.98, 445.95, 207.06]"
002407.png,Car,"[0.0, 174.51, 19.56, 210.76]"
004057.png,DontCare,"[995.53, 165.65, 1026.55, 180.18]"
006496.png,Cyclist,"[989.54, 148.43, 1025.8, 217.51]"
000679.png,Van,"[634.6, 127.36, 715.75, 218.07]"
001481.png,Car,"[261.92, 182.65, 373.61, 237.77]"
003216.png,Misc,"[396.0, 129.78, 481.48, 221.19]"
000959.png,Car,"[670.49, 172.62, 731.54, 230.09]"
001780.png,Car,"[0.0, 185.31, 359.81, 308.77]"
001573.png,Car,"[0.0, 155.75, 316.1, 374.0]"
004753.png,Car,"[351.68, 183.94, 439.65, 233.85]"
005365.png,Car,"[117.84, 190.22, 157.31, 219.99]"
003207.png,DontCare,"[651.06, 171.02, 683.59, 207.42]"
000363.png,Car,"[589.26, 175.64, 633.83, 220.04]"
004418.png,Car,"[824.59, 161.47, 853.59, 186.77]"
000725.png,Van,"[306.26, 119.16, 477.84, 271.03]"
005901.png,Car,"[0.0, 194.48, 281.46, 330.2]"
000703.png,Pedestrian,"[505.6, 146.78, 603.95, 326.8]"
001847.png,Tram,"[704.99, 137.97, 758.9, 199.81]"
002633.png,Car,"[328.68, 170.54, 397.26, 204.05]"
005433.png,Pedestrian,"[660.91, 139.72, 743.91, 369.0]"
000192.png,Car,"[450.93, 185.93, 512.69, 229.68]"
001960.png,Car,"[492.92, 175.87, 545.87, 211.07]"
003409.png,DontCare,"[733.38, 172.77, 752.43, 188.59]"
006808.png,Car,"[782.98, 185.09, 1021.2, 336.24]"
006635.png,DontCare,"[412.69, 171.9, 450.23, 183.4]"
007091.png,Car,"[525.45, 181.69, 565.56, 217.32]"
004029.png,Car,"[662.4, 173.08, 754.48, 209.8]"
005549.png,Car,"[0.0, 211.65, 317.24, 374.0]"
004953.png,Car,"[639.71, 176.15, 671.72, 202.44]"
000392.png,Car,"[734.41, 177.49, 878.59, 283.02]"
004247.png,Pedestrian,"[336.05, 166.43, 404.38, 313.57]"
003199.png,Pedestrian,"[619.07, 144.84, 664.95, 268.55]"
001788.png,Car,"[634.91, 178.57, 726.22, 214.52]"
002948.png,Car,"[0.0, 206.87, 331.9, 374.0]"
001616.png,Car,"[398.59, 182.72, 456.02, 217.04]"
005321.png,Car,"[571.58, 177.46, 615.59, 217.58]"
001848.png,Car,"[694.44, 173.96, 737.69, 206.86]"
004670.png,DontCare,"[430.8, 168.56, 457.94, 180.17]"
006273.png,Cyclist,"[395.1, 176.72, 422.03, 236.95]"
007069.png,Car,"[303.62, 180.4, 480.53, 236.61]"
003466.png,Pedestrian,"[794.01, 156.08, 840.34, 266.68]"
004406.png,Car,"[879.33, 145.24, 1072.4, 215.65]"
006777.png,DontCare,"[667.9, 171.9, 690.86, 196.94]"
005632.png,Car,"[850.42, 189.78, 1241.0, 374.0]"
006534.png,Car,"[0.0, 209.84, 131.38, 374.0]"
006759.png,Car,"[585.16, 179.29, 615.64, 209.43]"
001306.png,Car,"[450.72, 178.76, 516.9, 221.9]"
004562.png,Pedestrian,"[252.55, 155.32, 299.88, 285.81]"
005154.png,Car,"[702.95, 187.76, 831.77, 289.04]"
004713.png,Car,"[170.13, 173.79, 414.91, 259.24]"
000104.png,Car,"[610.21, 182.8, 684.9, 222.12]"
003686.png,Car,"[378.69, 183.68, 441.06, 223.33]"
002224.png,Car,"[301.97, 184.69, 401.65, 238.86]"
004983.png,Pedestrian,"[735.03, 163.76, 768.73, 244.23]"
000610.png,DontCare,"[558.52, 171.9, 577.31, 188.61]"
005948.png,Car,"[730.79, 175.92, 867.99, 235.87]"
005604.png,Pedestrian,"[803.75, 153.85, 853.59, 261.47]"
005843.png,Misc,"[110.11, 202.37, 167.54, 263.8]"
000966.png,Pedestrian,"[590.22, 140.25, 638.88, 300.54]"
000081.png,Car,"[563.24, 175.63, 581.9, 191.81]"
005044.png,Car,"[572.19, 184.11, 708.18, 262.28]"
000165.png,DontCare,"[536.4, 173.07, 575.86, 186.84]"
001054.png,Van,"[422.75, 168.63, 451.35, 201.7]"
005436.png,Pedestrian,"[112.45, 188.09, 147.12, 296.27]"
004871.png,Car,"[744.57, 183.39, 964.93, 329.34]"
007012.png,Car,"[572.17, 189.75, 620.76, 229.68]"
001791.png,Tram,"[830.93, 0.0, 1241.0, 355.38]"
001876.png,Car,"[881.81, 169.87, 931.96, 192.59]"
004934.png,Car,"[775.27, 174.94, 949.83, 243.92]"
001250.png,Car,"[0.0, 210.09, 138.42, 374.0]"
001106.png,Pedestrian,"[566.76, 168.55, 588.09, 216.78]"
002510.png,Car,"[650.41, 174.74, 699.04, 213.2]"
002169.png,DontCare,"[540.61, 190.23, 638.58, 216.4]"
002268.png,Car,"[360.55, 186.54, 428.43, 226.92]"
005982.png,Car,"[679.28, 180.45, 771.5, 250.22]"
006757.png,Car,"[567.01, 175.54, 620.22, 227.03]"
005171.png,Pedestrian,"[710.26, 174.9, 728.92, 225.38]"
001826.png,Car,"[105.89, 203.41, 230.59, 257.74]"
003459.png,Pedestrian,"[692.18, 176.51, 712.85, 227.15]"
005837.png,Pedestrian,"[490.57, 175.82, 520.59, 253.8]"
007010.png,Car,"[499.42, 178.26, 536.31, 204.41]"
004088.png,Car,"[1181.66, 147.98, 1241.0, 208.87]"
002585.png,DontCare,"[681.63, 165.65, 701.98, 186.0]"
003159.png,Truck,"[709.85, 110.91, 903.83, 190.72]"
004126.png,DontCare,"[502.67, 174.94, 512.61, 182.69]"
002745.png,Cyclist,"[479.39, 180.51, 511.99, 240.56]"
005404.png,DontCare,"[650.19, 165.65, 707.52, 216.73]"
002972.png,Car,"[433.67, 178.56, 529.92, 240.95]"
005624.png,Car,"[331.13, 184.11, 478.1, 282.23]"
005886.png,Car,"[720.6, 170.6, 870.81, 285.52]"
000860.png,Cyclist,"[584.81, 172.38, 624.17, 211.43]"
005485.png,Van,"[430.78, 141.83, 524.73, 223.19]"
000757.png,Car,"[882.29, 163.24, 1010.39, 225.2]"
003347.png,Car,"[588.19, 173.16, 610.56, 194.69]"
000632.png,DontCare,"[724.15, 169.81, 737.73, 180.27]"
004120.png,DontCare,"[663.68, 172.45, 676.26, 184.06]"
000371.png,Car,"[641.11, 178.79, 669.76, 202.45]"
006365.png,Van,"[803.51, 146.03, 857.82, 196.77]"
007466.png,DontCare,"[609.67, 164.16, 654.38, 192.25]"
001603.png,Car,"[206.78, 187.19, 329.18, 251.15]"
005573.png,Car,"[570.35, 179.01, 604.6, 210.23]"
006813.png,Pedestrian,"[243.87, 178.61, 275.97, 222.11]"
003943.png,Car,"[207.2, 191.81, 303.31, 239.87]"
000964.png,Pedestrian,"[740.66, 163.9, 816.0, 279.65]"
005438.png,Car,"[1148.09, 150.16, 1241.0, 276.05]"
006854.png,Car,"[21.64, 181.95, 150.73, 231.62]"
006791.png,Car,"[310.8, 186.7, 367.57, 212.27]"
003086.png,Car,"[65.33, 205.12, 201.9, 255.63]"
002780.png,Pedestrian,"[701.98, 151.1, 740.88, 238.94]"
006530.png,Car,"[734.85, 157.47, 806.82, 188.68]"
007044.png,Car,"[287.41, 159.09, 327.63, 186.08]"
001697.png,Car,"[0.0, 189.94, 233.97, 296.0]"
002488.png,Person_sitting,"[838.81, 150.87, 862.3, 190.45]"
001536.png,Car,"[219.8, 183.08, 339.1, 250.51]"
007001.png,Misc,"[885.68, 153.13, 919.17, 190.7]"
002140.png,Van,"[366.58, 166.33, 450.53, 221.12]"
003806.png,Car,"[719.21, 153.71, 868.59, 206.7]"
004532.png,Pedestrian,"[515.12, 170.13, 536.74, 236.49]"
001508.png,Car,"[834.19, 181.5, 892.76, 210.97]"
002335.png,Tram,"[718.4, 156.21, 750.36, 189.28]"
003705.png,Car,"[517.38, 178.17, 559.19, 209.42]"
003105.png,Cyclist,"[950.21, 144.86, 1085.84, 298.44]"
005867.png,DontCare,"[577.27, 182.31, 602.31, 192.77]"
001372.png,Car,"[628.3, 169.52, 659.49, 188.29]"
002926.png,Car,"[595.44, 173.58, 644.34, 202.35]"
006004.png,Car,"[641.27, 178.02, 662.78, 196.82]"
000275.png,Pedestrian,"[961.08, 161.42, 972.53, 206.36]"
000659.png,Cyclist,"[217.39, 178.0, 248.19, 212.28]"
006474.png,Misc,"[13.0, 217.35, 199.54, 374.0]"
000019.png,Truck,"[0.0, 0.0, 424.74, 374.0]"
007182.png,Car,"[715.33, 176.13, 906.01, 301.1]"
000908.png,Car,"[718.9, 170.61, 738.53, 187.08]"
006453.png,DontCare,"[565.0, 169.36, 618.02, 204.72]"
007294.png,Van,"[655.11, 172.85, 724.09, 231.11]"
002439.png,Car,"[540.7, 186.53, 579.23, 224.85]"
004693.png,Tram,"[0.0, 65.96, 272.55, 302.27]"
002033.png,Car,"[577.56, 173.61, 830.23, 259.64]"
003698.png,Car,"[570.1, 176.79, 620.37, 225.45]"
003556.png,DontCare,"[349.78, 170.83, 386.95, 193.12]"
002548.png,Tram,"[471.76, 126.94, 549.26, 205.78]"
003792.png,Car,"[0.0, 200.14, 228.11, 374.0]"
005125.png,DontCare,"[657.48, 168.77, 712.73, 183.4]"
004181.png,Car,"[1014.62, 192.62, 1241.0, 374.0]"
000108.png,DontCare,"[520.78, 160.32, 537.13, 172.61]"
002487.png,Pedestrian,"[520.04, 155.6, 569.73, 292.52]"
000956.png,Car,"[0.0, 194.41, 148.48, 312.2]"
004975.png,Car,"[1212.13, 182.87, 1241.0, 251.49]"
005260.png,Car,"[320.87, 181.36, 397.81, 224.19]"
006191.png,Car,"[921.67, 150.14, 973.08, 175.91]"
000210.png,Tram,"[680.89, 148.94, 728.26, 185.73]"
006904.png,Car,"[672.3, 177.43, 747.79, 239.2]"
000053.png,Car,"[444.83, 180.67, 519.74, 231.01]"
005492.png,Car,"[756.08, 172.6, 800.0, 214.21]"
004132.png,DontCare,"[580.23, 176.33, 629.69, 189.89]"
005237.png,DontCare,"[533.52, 172.94, 553.35, 183.4]"
005174.png,DontCare,"[486.65, 176.06, 546.07, 202.14]"
005881.png,Pedestrian,"[475.7, 163.84, 494.81, 233.24]"
004576.png,DontCare,"[497.76, 176.33, 522.96, 186.0]"
006501.png,Car,"[651.21, 174.37, 678.18, 197.48]"
006090.png,Car,"[336.98, 175.41, 487.31, 230.57]"
002295.png,Car,"[0.0, 192.97, 74.51, 308.84]"
002591.png,Car,"[459.58, 184.8, 532.48, 244.06]"
002793.png,DontCare,"[498.56, 177.94, 590.06, 211.22]"
003278.png,Car,"[202.03, 178.53, 265.0, 209.54]"
004948.png,Car,"[480.49, 184.4, 527.39, 222.32]"
006733.png,DontCare,"[615.81, 176.06, 649.18, 195.89]"
006520.png,Car,"[458.87, 179.36, 494.0, 201.23]"
004946.png,Pedestrian,"[110.42, 164.32, 157.08, 359.36]"
000497.png,Car,"[782.31, 172.8, 979.41, 307.01]"
001084.png,DontCare,"[668.69, 157.89, 705.86, 180.18]"
002428.png,DontCare,"[538.02, 199.94, 570.66, 224.81]"
002587.png,Car,"[510.42, 179.5, 549.23, 203.42]"
007222.png,DontCare,"[427.27, 166.69, 470.02, 194.86]"
001549.png,Van,"[663.15, 161.26, 722.14, 213.63]"
000204.png,Misc,"[251.75, 162.8, 325.14, 221.22]"
001296.png,Car,"[416.32, 182.0, 456.53, 207.58]"
007396.png,Misc,"[294.52, 71.83, 513.98, 263.99]"
002283.png,DontCare,"[319.38, 182.47, 384.36, 190.53]"
002240.png,DontCare,"[769.6, 165.01, 866.93, 178.89]"
000016.png,DontCare,"[824.36, 160.32, 841.17, 170.97]"
000369.png,Car,"[154.25, 186.36, 314.7, 264.52]"
004283.png,Pedestrian,"[860.67, 145.33, 949.79, 349.48]"
005415.png,DontCare,"[561.65, 168.77, 588.77, 195.9]"
006399.png,Car,"[370.44, 187.28, 477.35, 256.21]"
002842.png,DontCare,"[588.48, 167.59, 598.48, 179.53]"
006423.png,Car,"[29.85, 204.24, 425.01, 375.0]"
001998.png,Cyclist,"[1018.14, 142.3, 1124.2, 227.56]"
001214.png,Car,"[448.49, 180.21, 515.65, 240.34]"
006578.png,Pedestrian,"[523.83, 167.28, 543.16, 222.84]"
001690.png,Car,"[483.69, 175.85, 509.72, 194.08]"
003661.png,Car,"[681.11, 173.49, 776.24, 237.75]"
005031.png,Pedestrian,"[1085.82, 120.74, 1143.82, 264.24]"
003314.png,Car,"[577.73, 169.22, 631.28, 222.57]"
002505.png,Truck,"[132.32, 158.7, 265.07, 218.37]"
007151.png,Van,"[138.06, 144.39, 433.15, 346.76]"
005114.png,Pedestrian,"[657.27, 166.85, 673.27, 208.81]"
005803.png,Car,"[482.29, 177.18, 551.26, 205.91]"
002257.png,Car,"[801.53, 173.95, 1014.0, 256.41]"
001895.png,Van,"[121.67, 170.15, 275.11, 227.08]"
004259.png,Car,"[818.9, 168.9, 955.07, 226.12]"
004536.png,Pedestrian,"[977.17, 148.03, 1000.86, 213.2]"
002534.png,Car,"[388.56, 172.35, 433.68, 205.59]"
002311.png,Van,"[877.23, 158.46, 939.39, 188.87]"
001625.png,Van,"[526.76, 162.61, 561.83, 203.48]"
005412.png,Car,"[605.47, 187.14, 662.43, 223.44]"
000516.png,Car,"[574.75, 175.79, 613.52, 214.43]"
004294.png,Car,"[701.83, 189.81, 845.31, 288.01]"
004255.png,DontCare,"[522.98, 176.33, 550.12, 187.94]"
003227.png,Car,"[424.98, 180.72, 463.57, 200.73]"
005394.png,DontCare,"[646.02, 170.85, 657.52, 181.31]"
000163.png,DontCare,"[641.85, 162.52, 685.64, 180.27]"
003595.png,Car,"[422.12, 181.26, 517.26, 259.88]"
002198.png,DontCare,"[476.57, 169.53, 579.07, 206.05]"
006231.png,Car,"[216.49, 187.6, 372.66, 246.04]"
000573.png,DontCare,"[1009.6, 153.15, 1032.56, 213.61]"
003684.png,Car,"[699.92, 182.09, 749.01, 220.14]"
003494.png,Car,"[785.41, 170.22, 1074.24, 374.0]"
003187.png,Van,"[265.2, 126.56, 458.8, 282.64]"
004742.png,Van,"[489.46, 156.1, 540.21, 207.06]"
003993.png,Car,"[268.16, 173.86, 372.54, 227.64]"
000380.png,Pedestrian,"[529.11, 173.91, 541.44, 218.47]"
000501.png,DontCare,"[622.82, 170.47, 670.8, 177.85]"
007360.png,Car,"[376.03, 186.4, 476.86, 250.92]"
005448.png,Pedestrian,"[729.64, 162.44, 754.68, 247.07]"
002755.png,Tram,"[395.48, 95.39, 542.53, 241.88]"
006282.png,DontCare,"[510.6, 175.02, 574.18, 186.52]"
006064.png,Van,"[739.01, 142.72, 941.07, 259.86]"
000211.png,Cyclist,"[519.22, 173.38, 539.59, 215.15]"
002095.png,Pedestrian,"[182.2, 149.19, 203.16, 196.69]"
003402.png,DontCare,"[672.57, 170.83, 696.8, 193.76]"
007383.png,Car,"[0.0, 223.46, 149.95, 374.0]"
000749.png,DontCare,"[550.19, 165.65, 559.61, 177.15]"
000589.png,Car,"[22.11, 181.89, 249.2, 288.38]"
002826.png,Car,"[689.55, 183.94, 786.73, 244.88]"
004468.png,DontCare,"[947.01, 168.56, 978.03, 200.55]"
001060.png,DontCare,"[673.87, 170.83, 689.69, 187.94]"
005819.png,Car,"[501.68, 170.6, 600.09, 242.19]"
004355.png,Car,"[1044.14, 137.89, 1194.51, 193.27]"
001200.png,Car,"[434.64, 184.78, 495.4, 220.24]"
004845.png,Tram,"[677.7, 148.81, 726.93, 185.87]"
007456.png,Car,"[119.47, 195.61, 190.31, 221.66]"
001929.png,Car,"[812.34, 201.45, 1211.64, 374.0]"
000846.png,Car,"[735.32, 179.57, 851.17, 254.87]"
000185.png,Car,"[544.45, 185.49, 606.56, 225.44]"
000577.png,Car,"[472.84, 168.44, 574.13, 264.05]"
005441.png,Car,"[403.69, 184.49, 519.12, 261.91]"
005128.png,Car,"[0.0, 183.38, 367.74, 374.0]"
005991.png,Car,"[280.69, 179.78, 379.87, 223.54]"
005241.png,DontCare,"[611.65, 173.98, 683.57, 195.9]"
006536.png,Car,"[979.97, 167.16, 1109.66, 201.88]"
000273.png,Car,"[612.46, 161.43, 668.46, 188.56]"
000289.png,Car,"[496.42, 173.98, 543.34, 208.53]"
003879.png,Car,"[574.5, 174.65, 608.75, 201.81]"
006155.png,Car,"[345.08, 195.9, 454.41, 265.14]"
006317.png,Car,"[688.6, 164.77, 742.24, 203.58]"
007402.png,Car,"[398.55, 177.46, 515.48, 258.89]"
000592.png,Car,"[704.4, 171.83, 822.01, 265.26]"
004858.png,DontCare,"[621.02, 164.6, 673.14, 177.14]"
005352.png,Car,"[669.55, 180.51, 737.89, 208.82]"
002303.png,Van,"[594.63, 172.84, 620.99, 196.49]"
001168.png,Car,"[344.97, 196.83, 427.18, 247.7]"
007430.png,Van,"[673.42, 165.59, 758.13, 244.49]"
002440.png,Pedestrian,"[922.84, 117.17, 1030.5, 373.0]"
001480.png,Car,"[338.11, 186.05, 393.26, 215.41]"
004127.png,Car,"[0.0, 187.48, 242.01, 374.0]"
003219.png,Car,"[173.12, 178.38, 407.74, 256.69]"
003921.png,DontCare,"[97.5, 184.41, 110.09, 216.4]"
001349.png,Car,"[494.79, 181.84, 525.17, 201.46]"
002503.png,Car,"[54.92, 186.98, 350.99, 290.57]"
004560.png,Car,"[1011.43, 157.28, 1241.0, 374.0]"
000700.png,DontCare,"[574.15, 162.52, 603.36, 177.15]"
002575.png,Misc,"[630.89, 156.04, 661.11, 192.94]"
002658.png,Car,"[987.79, 188.18, 1241.0, 374.0]"
006071.png,DontCare,"[495.39, 152.74, 570.23, 183.95]"
003092.png,Car,"[1031.1, 132.01, 1241.0, 374.0]"
004190.png,Car,"[394.42, 185.72, 459.23, 228.1]"
007428.png,Truck,"[567.84, 121.31, 647.82, 218.19]"
005971.png,Car,"[139.08, 203.12, 278.47, 258.17]"
002293.png,Misc,"[465.25, 130.16, 549.69, 214.85]"
006338.png,Car,"[296.81, 183.18, 433.93, 235.35]"
003084.png,Person_sitting,"[844.54, 181.79, 905.1, 233.03]"
004665.png,DontCare,"[561.92, 171.99, 590.9, 200.97]"
003706.png,Pedestrian,"[462.69, 185.69, 472.03, 209.46]"
003830.png,Car,"[270.32, 182.32, 456.54, 252.74]"
001375.png,Car,"[543.64, 175.85, 582.11, 202.63]"
007342.png,DontCare,"[749.15, 153.15, 809.61, 179.23]"
003628.png,DontCare,"[576.12, 167.29, 591.06, 184.14]"
001220.png,Pedestrian,"[1102.2, 150.6, 1126.2, 229.24]"
002362.png,Car,"[479.84, 169.01, 523.37, 208.34]"
000253.png,Car,"[639.48, 176.79, 659.27, 194.18]"
001108.png,Car,"[640.42, 175.24, 672.45, 204.78]"
003334.png,Car,"[643.7, 173.27, 700.96, 222.39]"
001237.png,Car,"[82.44, 187.36, 350.17, 291.61]"
005375.png,Car,"[589.74, 173.06, 616.32, 199.33]"
002517.png,Car,"[615.43, 180.68, 682.31, 208.62]"
000757.png,Car,"[739.78, 164.36, 826.72, 202.3]"
003572.png,DontCare,"[557.43, 171.48, 594.6, 179.54]"
005075.png,DontCare,"[892.6, 161.38, 964.57, 187.1]"
001131.png,Car,"[459.79, 185.81, 490.37, 207.04]"
000903.png,Car,"[1096.8, 175.74, 1241.0, 315.82]"
006564.png,Van,"[1089.67, 156.86, 1200.35, 196.44]"
005828.png,Car,"[152.14, 171.06, 432.51, 370.86]"
004893.png,Truck,"[590.5, 164.28, 617.97, 194.02]"
002126.png,Car,"[600.97, 182.72, 675.37, 253.58]"
007401.png,Truck,"[487.79, 147.59, 549.03, 213.19]"
000213.png,DontCare,"[560.4, 170.2, 605.74, 180.71]"
000438.png,DontCare,"[896.02, 161.48, 953.35, 188.6]"
006470.png,Car,"[403.46, 184.04, 468.74, 241.06]"
004735.png,Car,"[856.32, 146.68, 1012.07, 212.88]"
001223.png,DontCare,"[691.98, 164.36, 733.67, 197.0]"
001355.png,Pedestrian,"[746.45, 157.88, 766.4, 222.0]"
006789.png,Misc,"[215.04, 49.09, 499.83, 287.99]"
000852.png,DontCare,"[586.65, 186.48, 612.73, 204.23]"
006366.png,Car,"[684.34, 170.19, 712.46, 198.05]"
006846.png,Car,"[690.9, 167.23, 799.35, 257.94]"
003021.png,Van,"[610.33, 165.7, 638.59, 196.69]"
002333.png,Car,"[493.88, 178.55, 518.5, 193.23]"
000579.png,Truck,"[624.16, 138.57, 652.32, 182.78]"
001121.png,Car,"[356.52, 189.69, 472.74, 276.51]"
000955.png,Car,"[307.68, 183.82, 428.31, 228.58]"
005889.png,Car,"[657.52, 178.62, 707.1, 213.07]"
007279.png,Car,"[581.35, 176.74, 599.37, 191.02]"
000733.png,Car,"[639.32, 171.36, 685.65, 191.72]"
004046.png,Car,"[267.31, 178.08, 311.77, 199.28]"
002472.png,Car,"[799.94, 174.36, 866.09, 201.69]"
004054.png,Van,"[644.7, 150.5, 721.26, 222.35]"
007469.png,Pedestrian,"[823.56, 154.73, 875.89, 268.18]"
002220.png,DontCare,"[579.42, 170.18, 596.53, 190.53]"
005602.png,Cyclist,"[474.99, 179.31, 489.81, 210.47]"
004155.png,DontCare,"[152.32, 180.21, 211.48, 199.59]"
005994.png,Car,"[571.86, 149.26, 623.31, 204.1]"
003166.png,Car,"[1038.32, 168.53, 1241.0, 287.41]"
002466.png,DontCare,"[836.88, 155.3, 978.19, 184.06]"
001748.png,Cyclist,"[625.42, 159.98, 657.51, 242.42]"
002699.png,Pedestrian,"[174.97, 140.69, 411.84, 373.0]"
004447.png,Van,"[279.18, 169.85, 381.84, 233.84]"
004064.png,DontCare,"[503.77, 174.94, 513.71, 199.1]"
002281.png,Car,"[0.0, 121.12, 131.8, 374.0]"
003340.png,Car,"[0.0, 170.53, 45.39, 223.32]"
001504.png,DontCare,"[612.69, 168.77, 702.32, 201.1]"
001106.png,DontCare,"[961.85, 0.0, 1236.0, 372.0]"
003219.png,Car,"[439.82, 179.11, 526.88, 209.92]"
000732.png,Van,"[646.43, 156.53, 694.4, 201.88]"
002991.png,Car,"[479.27, 178.43, 544.23, 234.55]"
001139.png,DontCare,"[688.1, 163.71, 723.33, 173.06]"
002280.png,DontCare,"[560.66, 172.12, 584.89, 190.53]"
005209.png,Car,"[810.38, 169.08, 1028.66, 293.22]"
001038.png,Car,"[642.76, 174.34, 684.78, 203.44]"
002341.png,Car,"[536.7, 176.44, 589.9, 224.93]"
001584.png,Car,"[132.55, 199.4, 379.72, 334.14]"
007458.png,Car,"[326.58, 157.81, 475.87, 225.34]"
006025.png,DontCare,"[638.73, 171.9, 687.73, 192.78]"
002853.png,Car,"[243.9, 190.36, 436.15, 255.73]"
003163.png,Car,"[338.04, 173.96, 470.57, 229.85]"
003979.png,Car,"[201.86, 187.21, 345.55, 261.06]"
006768.png,Pedestrian,"[820.82, 169.37, 854.89, 254.26]"
004142.png,Van,"[0.0, 0.0, 268.11, 369.0]"
003946.png,DontCare,"[591.07, 182.47, 617.89, 196.35]"
004519.png,Car,"[483.67, 181.31, 533.39, 227.83]"
003806.png,Car,"[879.97, 150.23, 922.42, 176.36]"
000192.png,Car,"[573.15, 179.59, 605.63, 209.19]"
005904.png,Misc,"[917.33, 199.55, 1175.31, 374.0]"
002601.png,Misc,"[356.1, 197.21, 438.16, 253.91]"
005391.png,Pedestrian,"[0.0, 186.75, 53.64, 271.54]"
001316.png,Car,"[596.98, 175.01, 664.42, 240.17]"
007242.png,Car,"[714.15, 158.99, 806.01, 197.91]"
001536.png,Van,"[425.21, 175.14, 469.18, 206.24]"
002212.png,Car,"[90.6, 183.84, 264.61, 257.02]"
003580.png,Car,"[595.11, 176.85, 625.96, 207.33]"
006390.png,Car,"[407.23, 190.92, 514.45, 267.85]"
006798.png,Car,"[278.32, 193.05, 458.16, 319.56]"
003830.png,Car,"[179.98, 177.02, 436.86, 267.58]"
003931.png,Car,"[559.21, 179.84, 588.01, 201.37]"
005260.png,Car,"[427.14, 179.13, 492.65, 222.99]"
004500.png,DontCare,"[1026.3, 147.16, 1240.03, 197.71]"
000059.png,Car,"[1129.34, 194.18, 1241.0, 249.48]"
001515.png,Car,"[0.0, 175.01, 66.12, 234.08]"
002568.png,Pedestrian,"[1028.51, 153.93, 1057.35, 230.78]"
006662.png,Car,"[387.89, 169.99, 509.92, 209.42]"
003538.png,DontCare,"[576.84, 169.53, 632.12, 192.46]"
004471.png,DontCare,"[349.3, 172.45, 456.98, 194.74]"
004704.png,Pedestrian,"[199.73, 159.11, 214.61, 212.54]"
003758.png,Car,"[153.34, 179.04, 382.84, 324.86]"
001062.png,Truck,"[793.7, 144.63, 841.21, 182.14]"
002487.png,Pedestrian,"[877.38, 146.32, 959.53, 334.02]"
007087.png,Car,"[1065.54, 160.35, 1241.0, 252.54]"
000451.png,DontCare,"[558.27, 186.74, 574.07, 199.92]"
006377.png,DontCare,"[533.52, 177.1, 566.89, 185.47]"
000417.png,DontCare,"[479.35, 182.31, 538.77, 203.19]"
000856.png,Car,"[756.9, 202.27, 1114.22, 374.0]"
006275.png,DontCare,"[581.44, 171.9, 635.65, 195.9]"
006622.png,Car,"[287.23, 161.92, 464.94, 233.1]"
002425.png,Car,"[587.4, 179.18, 618.44, 209.88]"
005266.png,Car,"[659.14, 176.06, 690.6, 202.34]"
003029.png,Truck,"[602.74, 157.98, 652.18, 202.69]"
001127.png,DontCare,"[553.55, 172.77, 597.18, 196.35]"
006935.png,Pedestrian,"[1017.35, 98.59, 1223.0, 369.0]"
004177.png,Pedestrian,"[758.25, 164.47, 777.43, 216.01]"
004069.png,Car,"[542.85, 178.17, 572.58, 204.1]"
000732.png,Car,"[238.82, 183.21, 452.36, 271.77]"
000246.png,Car,"[0.0, 208.25, 277.23, 375.0]"
000262.png,Car,"[635.97, 177.32, 669.6, 204.85]"
004545.png,Car,"[457.13, 186.74, 532.87, 252.0]"
001486.png,Car,"[112.69, 189.85, 415.21, 372.94]"
006829.png,Car,"[752.06, 186.52, 935.73, 272.91]"
004011.png,Truck,"[593.61, 162.57, 621.27, 192.53]"
000630.png,DontCare,"[522.06, 166.69, 531.48, 183.4]"
003499.png,Car,"[0.0, 196.85, 264.9, 374.0]"
005181.png,Car,"[357.27, 181.97, 406.79, 204.92]"
004383.png,DontCare,"[445.36, 186.03, 455.03, 222.87]"
002923.png,Car,"[553.1, 179.19, 572.93, 196.37]"
002378.png,Car,"[429.73, 170.1, 516.15, 238.41]"
001179.png,Car,"[175.32, 187.46, 392.8, 293.09]"
001888.png,DontCare,"[883.39, 151.99, 912.35, 198.17]"
006998.png,Car,"[547.65, 178.32, 573.42, 199.34]"
002147.png,Car,"[0.0, 178.8, 161.09, 374.0]"
005454.png,Truck,"[717.3, 121.84, 822.87, 213.81]"
003639.png,DontCare,"[571.66, 173.42, 584.24, 180.18]"
007129.png,Pedestrian,"[618.69, 169.45, 634.71, 207.3]"
005800.png,Car,"[476.44, 189.15, 542.64, 246.09]"
002450.png,Car,"[322.9, 184.63, 483.77, 238.91]"
000602.png,DontCare,"[402.27, 163.56, 470.02, 189.64]"
001002.png,DontCare,"[593.65, 151.42, 620.47, 175.0]"
006291.png,Misc,"[478.43, 190.31, 513.11, 230.96]"
006766.png,Car,"[595.62, 176.12, 619.13, 198.49]"
000171.png,Car,"[0.0, 209.02, 132.78, 259.95]"
003803.png,Car,"[1220.47, 136.02, 1241.0, 281.11]"
004595.png,Pedestrian,"[972.54, 137.35, 1064.87, 318.81]"
000992.png,Car,"[471.58, 176.36, 514.64, 209.91]"
004014.png,Pedestrian,"[331.12, 199.67, 347.28, 244.27]"
005234.png,Car,"[0.0, 181.36, 104.05, 248.92]"
000631.png,Car,"[739.84, 187.9, 904.88, 294.55]"
003142.png,Car,"[588.9, 172.52, 611.33, 194.12]"
