filename,class,bbox
000859.png,Car,"[1107.98, 191.9, 1241.0, 374.0]"
000859.png,Car,"[791.11, 177.42, 961.57, 298.1]"
000859.png,Car,"[737.92, 178.5, 832.02, 249.27]"
000859.png,Car,"[585.08, 174.08, 634.32, 207.87]"
000859.png,Car,"[622.53, 178.6, 661.32, 202.34]"
000859.png,Car,"[682.01, 176.83, 708.49, 193.76]"
000859.png,Cyclist,"[715.69, 172.88, 731.73, 212.68]"
002096.png,Car,"[788.73, 184.18, 1031.4, 322.7]"
002096.png,Car,"[524.66, 174.77, 606.33, 204.66]"
002096.png,Pedestrian,"[464.55, 170.33, 478.55, 220.68]"
002096.png,Cyclist,"[874.75, 169.76, 957.36, 232.48]"
002096.png,Car,"[742.68, 166.75, 819.43, 195.12]"
002096.png,Car,"[923.7, 164.14, 1019.39, 191.01]"
002096.png,Van,"[1159.88, 155.24, 1241.0, 190.72]"
002096.png,Car,"[420.11, 177.69, 485.13, 205.79]"
002096.png,Car,"[231.34, 182.21, 296.87, 209.71]"
002096.png,Car,"[582.0, 173.81, 605.08, 189.54]"
002096.png,Car,"[543.47, 175.61, 570.55, 191.77]"
002096.png,DontCare,"[624.7, 170.18, 731.73, 186.65]"
002096.png,DontCare,"[51.57, 178.59, 127.55, 211.23]"
003388.png,Car,"[566.05, 176.16, 618.58, 227.0]"
003388.png,Car,"[506.44, 178.36, 534.4, 201.61]"
003388.png,Car,"[904.69, 165.93, 965.78, 191.16]"
003388.png,Van,"[949.01, 152.14, 1040.33, 191.27]"
003388.png,Van,"[1086.23, 139.01, 1241.0, 205.3]"
003388.png,DontCare,"[539.96, 175.36, 559.01, 191.83]"
003388.png,DontCare,"[622.76, 172.12, 635.99, 185.35]"
003388.png,DontCare,"[718.5, 165.01, 760.84, 179.53]"
003388.png,DontCare,"[658.99, 166.95, 665.75, 174.36]"
005921.png,Truck,"[590.18, 162.46, 617.73, 192.28]"
005921.png,Car,"[810.67, 183.11, 936.32, 230.97]"
005921.png,Car,"[369.73, 183.47, 406.86, 204.09]"
005921.png,Van,"[410.79, 179.6, 445.93, 200.16]"
005921.png,DontCare,"[215.81, 185.44, 232.52, 215.69]"
005921.png,DontCare,"[562.69, 171.9, 584.61, 187.57]"
002082.png,Car,"[0.0, 204.34, 103.16, 304.34]"
002082.png,Car,"[997.9, 158.72, 1162.44, 246.55]"
002082.png,Car,"[874.87, 163.9, 1000.97, 244.48]"
002082.png,Car,"[349.98, 184.62, 408.02, 222.08]"
002082.png,Car,"[525.16, 168.31, 620.19, 209.36]"
002082.png,Car,"[148.39, 186.47, 192.51, 217.7]"
002082.png,Car,"[310.74, 177.23, 335.42, 199.48]"
002082.png,Van,"[586.61, 140.22, 952.55, 360.18]"
002082.png,Car,"[449.64, 191.92, 583.01, 267.12]"
002082.png,DontCare,"[194.53, 177.94, 287.97, 212.52]"
005935.png,Car,"[560.43, 177.08, 602.06, 215.05]"
005935.png,Car,"[0.0, 186.02, 361.34, 375.0]"
005935.png,Car,"[300.82, 190.42, 446.15, 284.73]"
005935.png,Car,"[74.15, 188.69, 278.87, 278.31]"
005935.png,Car,"[0.0, 188.21, 164.44, 254.36]"
005935.png,Car,"[240.01, 184.12, 345.43, 241.06]"
005935.png,Van,"[350.22, 152.01, 437.94, 225.21]"
005935.png,Car,"[204.34, 184.93, 300.22, 228.4]"
005935.png,Car,"[403.73, 181.66, 452.72, 213.01]"
005935.png,Misc,"[496.88, 165.88, 538.81, 207.54]"
005935.png,Misc,"[456.22, 149.71, 526.31, 221.08]"
005935.png,Truck,"[520.26, 149.39, 550.82, 196.47]"
005935.png,Car,"[305.52, 180.34, 363.59, 213.38]"
000695.png,Pedestrian,"[737.86, 149.35, 801.53, 300.12]"
006582.png,Car,"[579.57, 175.1, 602.9, 193.59]"
006582.png,Car,"[552.68, 172.48, 573.34, 189.12]"
004395.png,Car,"[433.99, 201.16, 529.68, 274.15]"
004395.png,Car,"[563.6, 178.05, 586.59, 201.68]"
004395.png,DontCare,"[594.79, 177.3, 607.37, 186.0]"
002914.png,Pedestrian,"[794.72, 165.09, 817.77, 223.45]"
002914.png,Cyclist,"[690.63, 165.23, 709.18, 206.31]"
002914.png,Cyclist,"[677.23, 169.55, 685.75, 196.23]"
002914.png,DontCare,"[508.91, 174.06, 520.85, 183.41]"
002914.png,DontCare,"[572.95, 171.48, 580.36, 178.24]"
002914.png,DontCare,"[920.97, 192.82, 1240.0, 234.51]"
002914.png,DontCare,"[820.71, 176.65, 835.24, 191.18]"
002914.png,DontCare,"[861.46, 170.83, 1009.24, 189.88]"
002914.png,DontCare,"[719.15, 168.89, 787.37, 178.89]"
000865.png,Car,"[203.04, 201.88, 468.2, 374.0]"
000865.png,Car,"[535.61, 197.0, 573.54, 227.99]"
000865.png,DontCare,"[574.65, 176.29, 602.05, 195.6]"
000871.png,Car,"[303.95, 181.88, 465.56, 292.3]"
000871.png,Car,"[525.26, 182.38, 563.2, 212.8]"
000871.png,Car,"[565.09, 181.45, 583.25, 198.18]"
000871.png,Car,"[365.58, 178.05, 397.39, 200.34]"
000871.png,Car,"[590.73, 179.79, 632.67, 221.56]"
000871.png,DontCare,"[468.94, 179.19, 507.52, 191.73]"
005909.png,Car,"[929.34, 167.97, 1241.0, 374.0]"
005909.png,Car,"[762.19, 175.83, 1018.09, 325.74]"
005909.png,Car,"[711.24, 176.3, 809.55, 253.87]"
005909.png,Car,"[328.32, 191.35, 431.57, 257.37]"
005909.png,Car,"[483.74, 185.83, 518.89, 211.96]"
005909.png,Car,"[639.98, 175.38, 671.8, 200.68]"
005909.png,Car,"[498.96, 184.18, 530.8, 206.27]"
005909.png,DontCare,"[523.1, 176.06, 575.23, 201.1]"
005909.png,DontCare,"[578.31, 172.94, 611.68, 192.77]"
005909.png,DontCare,"[621.02, 171.9, 635.64, 185.48]"
005909.png,DontCare,"[663.73, 163.56, 693.98, 181.31]"
002900.png,Misc,"[1072.23, 213.38, 1152.28, 256.9]"
002900.png,Car,"[1094.03, 176.43, 1199.88, 249.84]"
002900.png,Car,"[1029.35, 177.96, 1089.52, 208.86]"
002900.png,DontCare,"[1205.0, 176.65, 1240.0, 209.29]"
000440.png,Car,"[589.46, 173.13, 616.08, 199.44]"
000440.png,Car,"[347.63, 183.16, 416.56, 221.86]"
000440.png,DontCare,"[219.93, 180.08, 243.87, 199.13]"
000440.png,DontCare,"[248.28, 184.38, 263.46, 192.28]"
000440.png,DontCare,"[451.63, 176.42, 482.18, 199.35]"
000440.png,DontCare,"[487.19, 173.65, 500.95, 191.84]"
000440.png,DontCare,"[503.91, 172.83, 517.32, 184.41]"
000440.png,DontCare,"[553.7, 171.77, 574.07, 188.94]"
001986.png,Car,"[567.02, 174.08, 626.47, 228.3]"
001986.png,Car,"[0.0, 202.87, 327.5, 375.0]"
001986.png,Car,"[0.0, 184.4, 237.86, 291.44]"
001986.png,Car,"[313.62, 181.61, 401.33, 229.69]"
001986.png,Truck,"[369.99, 53.41, 547.88, 250.41]"
001986.png,Car,"[298.91, 176.88, 365.74, 212.94]"
001986.png,Car,"[524.45, 179.14, 559.28, 204.71]"
006031.png,Car,"[452.29, 182.0, 540.36, 252.67]"
006031.png,Car,"[684.97, 185.87, 811.81, 279.87]"
006031.png,Car,"[682.11, 180.33, 759.52, 243.71]"
006031.png,Car,"[531.09, 182.78, 568.76, 216.72]"
006031.png,Car,"[646.95, 178.9, 689.59, 216.34]"
006031.png,DontCare,"[567.9, 182.31, 601.27, 196.94]"
006031.png,DontCare,"[616.85, 180.23, 658.56, 207.35]"
002257.png,Car,"[0.0, 198.75, 169.66, 374.0]"
002257.png,Car,"[0.0, 184.39, 309.73, 335.32]"
002257.png,Car,"[68.89, 177.37, 337.63, 299.87]"
002257.png,Car,"[122.05, 177.31, 406.32, 277.37]"
002257.png,Car,"[203.64, 177.09, 388.61, 256.03]"
002257.png,Car,"[270.37, 182.58, 443.15, 248.42]"
002257.png,Car,"[284.59, 177.09, 457.4, 235.92]"
002257.png,Car,"[356.55, 173.25, 480.3, 223.97]"
002257.png,Car,"[372.34, 164.86, 498.2, 222.47]"
002257.png,Cyclist,"[556.99, 178.35, 568.32, 206.27]"
002257.png,Car,"[733.19, 190.2, 899.31, 306.54]"
002257.png,Car,"[801.53, 173.95, 1014.0, 256.41]"
002257.png,Car,"[703.25, 181.7, 819.22, 219.94]"
002257.png,Car,"[705.79, 172.79, 802.84, 215.76]"
002257.png,Car,"[442.37, 178.95, 530.01, 208.18]"
002257.png,Car,"[636.47, 178.96, 668.76, 203.26]"
002257.png,DontCare,"[577.48, 165.65, 633.4, 195.05]"
005538.png,Car,"[572.93, 177.42, 611.66, 214.72]"
005538.png,Tram,"[502.38, 150.1, 552.09, 202.18]"
005538.png,Car,"[204.4, 192.3, 308.27, 241.47]"
005538.png,DontCare,"[464.77, 177.1, 484.6, 188.6]"
004626.png,Car,"[274.45, 184.68, 358.11, 237.87]"
004626.png,Car,"[195.28, 184.25, 266.78, 241.67]"
004626.png,Van,"[0.0, 171.59, 215.15, 289.72]"
004626.png,DontCare,"[353.18, 180.21, 462.8, 205.41]"
003149.png,Pedestrian,"[784.32, 177.09, 816.73, 261.2]"
003149.png,Pedestrian,"[731.58, 182.47, 757.91, 243.28]"
003149.png,Person_sitting,"[1112.91, 220.54, 1241.0, 350.74]"
003149.png,DontCare,"[616.3, 174.71, 655.41, 211.23]"
003149.png,DontCare,"[691.98, 177.94, 708.45, 200.23]"
004140.png,Truck,"[587.27, 161.86, 620.65, 198.01]"
004140.png,Cyclist,"[757.47, 160.67, 800.52, 237.56]"
004140.png,Car,"[378.17, 183.91, 414.7, 205.53]"
004140.png,DontCare,"[492.9, 182.15, 510.34, 195.71]"
004140.png,DontCare,"[522.98, 179.24, 574.38, 189.88]"
002531.png,Car,"[967.88, 140.24, 1135.71, 193.24]"
002531.png,Car,"[509.12, 173.67, 551.38, 205.42]"
002531.png,Cyclist,"[664.13, 164.87, 696.61, 195.8]"
002531.png,Cyclist,"[605.33, 165.85, 636.03, 196.56]"
002531.png,Cyclist,"[368.23, 177.47, 396.86, 214.79]"
002531.png,Pedestrian,"[445.45, 174.14, 460.81, 208.33]"
002531.png,DontCare,"[552.53, 164.1, 568.74, 200.71]"
002531.png,DontCare,"[828.57, 148.8, 960.81, 182.23]"
002531.png,DontCare,"[1181.7, 132.22, 1221.96, 158.63]"
002531.png,DontCare,"[349.81, 178.12, 362.83, 209.63]"
001038.png,Car,"[777.32, 148.91, 1102.63, 263.1]"
001038.png,Car,"[1138.84, 144.04, 1241.0, 187.49]"
001038.png,Car,"[1097.78, 147.84, 1239.23, 188.31]"
001038.png,Car,"[387.49, 183.03, 468.93, 242.53]"
001038.png,Car,"[484.98, 178.68, 555.03, 232.08]"
001038.png,Car,"[780.87, 149.49, 906.3, 196.82]"
001038.png,Car,"[922.84, 151.15, 985.93, 185.26]"
001038.png,Van,"[1030.43, 140.09, 1103.16, 180.08]"
001038.png,Car,"[960.29, 153.58, 1029.44, 184.55]"
001038.png,Car,"[426.67, 183.93, 495.48, 228.7]"
001038.png,Car,"[642.76, 174.34, 684.78, 203.44]"
001038.png,Car,"[592.56, 179.24, 621.72, 202.58]"
001038.png,DontCare,"[688.75, 177.3, 713.62, 198.29]"
006757.png,Car,"[567.01, 175.54, 620.22, 227.03]"
006757.png,Car,"[476.19, 179.29, 514.94, 210.39]"
006757.png,Car,"[532.91, 177.56, 554.08, 193.58]"
006757.png,Car,"[957.33, 165.23, 1036.32, 195.23]"
006757.png,Van,"[1018.73, 149.33, 1144.23, 197.54]"
006757.png,Van,"[1235.96, 136.51, 1241.0, 206.01]"
006757.png,DontCare,"[626.23, 168.77, 640.86, 187.56]"
007449.png,Car,"[557.18, 173.55, 628.75, 238.81]"
007449.png,Truck,"[32.07, 0.0, 520.3, 375.0]"
007449.png,Car,"[483.13, 182.08, 540.12, 221.41]"
000326.png,Car,"[687.66, 184.67, 807.99, 262.11]"
000326.png,Car,"[911.39, 157.06, 1241.0, 374.0]"
000326.png,DontCare,"[380.4, 177.1, 413.77, 190.68]"
000326.png,DontCare,"[443.94, 172.94, 483.56, 186.52]"
000326.png,DontCare,"[528.31, 172.94, 553.35, 179.23]"
006743.png,Car,"[561.94, 176.74, 613.3, 226.46]"
006743.png,Car,"[533.36, 179.46, 551.8, 195.58]"
006743.png,Car,"[841.41, 169.72, 884.2, 189.42]"
006743.png,Van,"[868.0, 159.37, 926.87, 188.69]"
006743.png,Van,"[944.25, 150.52, 1045.47, 194.63]"
006743.png,Truck,"[1071.32, 120.03, 1241.0, 198.03]"
000332.png,Pedestrian,"[745.44, 168.11, 800.45, 312.45]"
000332.png,Pedestrian,"[378.43, 169.5, 421.15, 289.56]"
000332.png,Pedestrian,"[299.57, 172.07, 336.61, 287.44]"
000332.png,Pedestrian,"[926.3, 163.36, 971.2, 287.13]"
000332.png,Pedestrian,"[868.32, 162.09, 921.35, 283.63]"
000332.png,Pedestrian,"[651.34, 167.77, 678.87, 242.39]"
000332.png,Pedestrian,"[749.26, 175.87, 807.14, 302.09]"
000332.png,Pedestrian,"[715.25, 177.02, 751.8, 286.24]"
000332.png,Pedestrian,"[694.0, 176.56, 730.25, 274.14]"
000332.png,Pedestrian,"[764.02, 166.48, 817.68, 262.28]"
000332.png,Pedestrian,"[792.34, 165.24, 821.68, 243.81]"
000332.png,Car,"[548.63, 178.75, 597.32, 216.26]"
000332.png,DontCare,"[620.06, 175.59, 636.72, 194.33]"
004154.png,Car,"[348.15, 166.57, 473.41, 254.19]"
004154.png,Car,"[1023.52, 207.68, 1241.0, 374.0]"
004154.png,Car,"[750.15, 166.28, 974.42, 312.4]"
004154.png,Car,"[683.9, 164.42, 813.33, 255.38]"
004154.png,Car,"[653.86, 163.13, 741.41, 221.69]"
004154.png,Car,"[418.36, 169.4, 505.08, 225.54]"
004154.png,Car,"[453.15, 165.96, 507.96, 209.65]"
004154.png,Car,"[479.66, 165.39, 528.39, 200.71]"
004154.png,Car,"[790.8, 145.88, 873.23, 186.04]"
004154.png,DontCare,"[547.04, 157.85, 642.17, 182.52]"
002525.png,Car,"[594.21, 174.18, 618.55, 197.62]"
002525.png,Truck,"[625.26, 160.16, 657.0, 190.07]"
002525.png,Car,"[210.41, 193.54, 281.9, 224.56]"
002525.png,Misc,"[401.47, 169.72, 432.69, 199.09]"
002525.png,DontCare,"[432.58, 159.18, 584.89, 194.41]"
002243.png,Tram,"[926.14, 95.02, 1237.0, 213.13]"
002243.png,Pedestrian,"[1185.15, 167.69, 1237.0, 373.0]"
002243.png,Pedestrian,"[0.0, 162.64, 150.77, 373.0]"
002243.png,Car,"[782.43, 181.77, 1046.12, 292.61]"
002243.png,DontCare,"[0.0, 196.17, 44.78, 372.0]"
002243.png,DontCare,"[657.51, 158.77, 702.93, 205.49]"
002243.png,DontCare,"[752.29, 158.77, 774.5, 196.46]"
004632.png,Car,"[605.34, 171.43, 651.59, 217.88]"
004632.png,Car,"[0.0, 224.45, 173.56, 374.0]"
004632.png,Car,"[154.26, 190.87, 409.72, 344.23]"
004632.png,Car,"[420.03, 182.93, 505.52, 236.28]"
004632.png,Car,"[496.97, 172.7, 540.82, 204.16]"
004632.png,DontCare,"[578.29, 161.77, 593.78, 176.3]"
004632.png,DontCare,"[597.7, 154.98, 606.4, 163.68]"
000454.png,Truck,"[590.99, 162.45, 618.48, 192.23]"
000454.png,Car,"[872.5, 178.55, 960.25, 211.59]"
000454.png,Car,"[247.42, 188.77, 311.48, 213.58]"
000454.png,DontCare,"[452.86, 175.24, 490.72, 190.47]"
000454.png,DontCare,"[566.13, 173.7, 581.43, 186.91]"
001992.png,Car,"[0.0, 208.11, 331.59, 374.0]"
001992.png,Car,"[443.03, 184.8, 534.56, 259.28]"
001992.png,Car,"[509.2, 184.82, 561.21, 229.66]"
001992.png,Van,"[532.93, 165.22, 576.68, 213.54]"
001992.png,Car,"[56.34, 195.44, 320.72, 336.6]"
001992.png,Car,"[672.27, 179.94, 814.39, 235.09]"
001992.png,Car,"[660.72, 181.91, 779.91, 223.43]"
001992.png,Car,"[636.74, 177.93, 721.02, 212.94]"
001992.png,Van,"[562.34, 174.74, 592.57, 203.3]"
001992.png,Van,"[282.44, 155.62, 497.43, 326.42]"
001992.png,Cyclist,"[1100.36, 154.21, 1241.0, 284.24]"
001992.png,DontCare,"[617.59, 177.94, 635.35, 206.05]"
006025.png,Car,"[708.34, 188.54, 881.63, 305.68]"
006025.png,Car,"[487.22, 186.35, 534.47, 217.72]"
006025.png,Car,"[294.15, 196.3, 435.53, 282.07]"
006025.png,Car,"[378.86, 191.99, 477.99, 253.02]"
006025.png,Car,"[0.0, 220.97, 261.61, 374.0]"
006025.png,DontCare,"[530.4, 179.19, 584.61, 194.86]"
006025.png,DontCare,"[591.85, 177.1, 625.23, 187.56]"
006025.png,DontCare,"[638.73, 171.9, 687.73, 192.78]"
005504.png,Cyclist,"[624.11, 159.69, 655.16, 240.38]"
005504.png,Cyclist,"[405.01, 163.71, 460.28, 268.8]"
005504.png,Pedestrian,"[711.05, 154.0, 738.05, 239.44]"
005504.png,Car,"[733.97, 164.55, 927.59, 224.41]"
005504.png,DontCare,"[554.46, 171.65, 597.65, 194.29]"
003175.png,Car,"[0.0, 225.03, 172.69, 374.0]"
003175.png,Van,"[531.92, 132.4, 626.54, 200.76]"
003175.png,Car,"[388.17, 172.14, 435.62, 208.7]"
007313.png,Car,"[599.58, 182.39, 691.68, 269.98]"
007313.png,Car,"[726.47, 175.56, 860.04, 238.96]"
007313.png,Car,"[690.45, 180.14, 768.6, 218.94]"
007313.png,Car,"[669.9, 181.51, 739.67, 210.55]"
007313.png,Car,"[0.0, 204.64, 180.26, 354.63]"
007313.png,Car,"[0.0, 202.8, 183.72, 289.63]"
007313.png,Car,"[479.17, 183.97, 524.23, 214.44]"
007313.png,Car,"[550.51, 180.8, 581.09, 202.48]"
007313.png,Car,"[589.29, 179.41, 610.75, 196.18]"
007313.png,Car,"[332.74, 188.76, 412.45, 227.72]"
007313.png,Car,"[388.56, 181.64, 442.58, 219.75]"
007313.png,Car,"[448.47, 183.1, 493.92, 208.73]"
007313.png,Car,"[507.37, 183.45, 548.96, 201.79]"
007313.png,Car,"[206.51, 187.26, 290.63, 226.91]"
007313.png,Car,"[189.94, 185.87, 279.4, 215.23]"
001762.png,Car,"[81.75, 190.51, 214.47, 243.57]"
001762.png,Car,"[317.82, 183.64, 379.79, 217.04]"
001762.png,Tram,"[399.3, 145.98, 502.57, 207.31]"
001762.png,Cyclist,"[737.78, 167.44, 755.34, 207.48]"
001762.png,DontCare,"[527.03, 172.77, 594.6, 184.71]"
001004.png,Car,"[516.78, 178.84, 563.61, 213.46]"
001004.png,DontCare,"[583.95, 174.06, 613.35, 193.11]"
007475.png,Car,"[674.88, 180.14, 737.11, 235.66]"
007475.png,Car,"[0.0, 196.03, 257.49, 339.49]"
007475.png,Car,"[155.47, 196.44, 271.13, 256.81]"
007475.png,Car,"[271.08, 193.61, 375.66, 255.15]"
007475.png,Misc,"[372.72, 127.07, 466.47, 224.66]"
007475.png,Car,"[0.0, 211.77, 81.1, 279.33]"
007475.png,Car,"[763.24, 183.51, 798.35, 204.53]"
007475.png,Car,"[834.44, 181.89, 862.09, 196.98]"
003613.png,Car,"[0.0, 212.84, 342.32, 374.0]"
003613.png,Misc,"[497.07, 179.35, 536.1, 219.36]"
003613.png,Car,"[623.78, 178.07, 655.29, 203.46]"
003613.png,DontCare,"[554.84, 176.0, 584.89, 193.76]"
005262.png,Car,"[577.25, 182.14, 604.68, 209.39]"
005262.png,Tram,"[337.36, 161.43, 434.66, 205.84]"
005262.png,DontCare,"[630.4, 175.02, 638.77, 202.15]"
005262.png,DontCare,"[491.85, 181.27, 527.31, 199.02]"
005262.png,DontCare,"[546.02, 182.31, 556.48, 191.73]"
003607.png,Car,"[688.47, 178.03, 970.49, 270.68]"
003607.png,Car,"[0.0, 178.03, 125.33, 253.52]"
003607.png,DontCare,"[576.19, 170.83, 582.31, 176.95]"
004168.png,Car,"[340.46, 186.53, 376.54, 215.47]"
004168.png,DontCare,"[539.48, 179.24, 549.15, 202.5]"
004168.png,DontCare,"[201.81, 187.0, 233.8, 196.67]"
005276.png,Car,"[610.34, 180.5, 724.91, 257.28]"
005276.png,Car,"[523.68, 184.94, 577.15, 220.45]"
005276.png,Car,"[938.38, 180.82, 1241.0, 322.92]"
005276.png,Car,"[471.8, 178.92, 533.63, 205.17]"
005276.png,Cyclist,"[384.7, 183.73, 415.79, 250.91]"
005276.png,Car,"[569.44, 179.05, 634.53, 207.18]"
005276.png,Car,"[673.8, 177.36, 717.71, 198.45]"
005276.png,DontCare,"[761.65, 171.9, 803.36, 188.61]"
002519.png,Car,"[713.43, 161.35, 758.36, 181.84]"
002519.png,Car,"[556.93, 188.08, 721.79, 338.53]"
002519.png,Car,"[569.0, 177.95, 656.71, 252.94]"
002519.png,DontCare,"[180.8, 164.23, 358.19, 189.73]"
002519.png,DontCare,"[386.99, 155.18, 543.7, 180.68]"
002519.png,DontCare,"[763.17, 148.72, 780.27, 163.88]"
002519.png,DontCare,"[582.83, 153.89, 641.94, 174.22]"
001010.png,Car,"[878.79, 174.65, 1241.0, 374.0]"
001010.png,Car,"[0.0, 211.63, 211.08, 374.0]"
001010.png,Car,"[146.74, 173.31, 391.84, 328.92]"
001010.png,Car,"[719.99, 171.87, 875.04, 278.6]"
001010.png,Car,"[340.82, 174.14, 467.57, 265.47]"
001010.png,Car,"[684.96, 172.01, 786.25, 237.34]"
001010.png,Van,"[653.21, 131.13, 740.25, 219.22]"
001010.png,Car,"[646.17, 171.6, 690.16, 206.77]"
001010.png,Car,"[626.28, 174.94, 655.07, 197.93]"
001010.png,Car,"[510.15, 179.84, 540.05, 200.18]"
001010.png,Car,"[604.77, 171.89, 639.13, 195.18]"
001010.png,Car,"[581.64, 175.37, 607.75, 192.07]"
001010.png,DontCare,"[484.98, 171.48, 510.5, 194.41]"
001010.png,DontCare,"[544.49, 170.18, 577.77, 189.23]"
007461.png,Car,"[319.44, 191.19, 487.46, 297.46]"
000468.png,Car,"[545.04, 171.56, 725.68, 345.64]"
000468.png,Tram,"[591.17, 136.2, 725.69, 193.08]"
000468.png,Car,"[49.02, 188.06, 216.81, 258.63]"
000468.png,Car,"[357.74, 179.41, 416.33, 212.69]"
000468.png,Car,"[428.4, 177.97, 465.31, 201.19]"
000468.png,Cyclist,"[0.0, 182.32, 32.73, 234.53]"
000468.png,Tram,"[692.73, 134.39, 902.44, 201.0]"
000468.png,DontCare,"[509.05, 167.57, 519.99, 178.14]"
000468.png,DontCare,"[0.0, 178.15, 33.38, 238.61]"
007307.png,Car,"[757.06, 171.95, 804.73, 213.96]"
006019.png,Car,"[529.17, 180.26, 559.49, 205.28]"
006019.png,Car,"[429.96, 179.92, 513.19, 243.78]"
006019.png,Cyclist,"[419.63, 181.93, 436.92, 209.95]"
001776.png,Pedestrian,"[605.29, 175.81, 627.76, 235.71]"
001776.png,Pedestrian,"[620.38, 170.26, 644.06, 238.88]"
001776.png,Pedestrian,"[0.0, 187.9, 66.79, 332.03]"
001776.png,Pedestrian,"[93.37, 172.5, 200.4, 373.0]"
001776.png,Pedestrian,"[832.9, 154.08, 908.76, 336.87]"
001776.png,Pedestrian,"[1037.02, 138.05, 1163.93, 373.0]"
001776.png,Pedestrian,"[533.13, 171.85, 561.34, 244.24]"
001776.png,Car,"[368.8, 156.12, 512.85, 266.69]"
001776.png,Van,"[467.22, 162.52, 546.75, 237.04]"
001776.png,Person_sitting,"[800.4, 184.52, 850.21, 266.81]"
001776.png,DontCare,"[554.61, 173.51, 579.58, 201.6]"
005510.png,Person_sitting,"[0.0, 257.86, 230.41, 373.0]"
005510.png,Pedestrian,"[407.55, 152.87, 472.98, 364.95]"
005510.png,Pedestrian,"[326.76, 162.12, 419.53, 373.0]"
005510.png,Pedestrian,"[637.81, 156.87, 671.37, 243.14]"
005510.png,Pedestrian,"[485.23, 162.94, 507.23, 218.18]"
005510.png,Pedestrian,"[478.05, 164.03, 496.16, 216.94]"
005510.png,Pedestrian,"[634.08, 157.87, 653.57, 216.99]"
005510.png,Pedestrian,"[689.87, 158.61, 714.85, 241.88]"
005510.png,Pedestrian,"[729.09, 153.55, 754.51, 222.74]"
005510.png,Pedestrian,"[752.63, 150.52, 772.77, 211.18]"
005510.png,Car,"[562.23, 166.76, 598.67, 195.0]"
005510.png,Pedestrian,"[330.62, 165.88, 389.54, 253.85]"
005510.png,Pedestrian,"[716.04, 162.28, 737.61, 232.42]"
005510.png,DontCare,"[268.91, 201.56, 315.7, 314.84]"
003161.png,Car,"[508.92, 197.24, 557.71, 239.89]"
003161.png,Misc,"[657.57, 203.16, 681.3, 229.7]"
003161.png,DontCare,"[640.23, 209.64, 654.75, 224.16]"
002294.png,Truck,"[216.94, 0.0, 218.77, 374.0]"
002294.png,Car,"[707.47, 185.64, 904.87, 352.89]"
002294.png,Pedestrian,"[684.73, 170.17, 731.39, 323.98]"
002294.png,Car,"[271.89, 188.95, 427.28, 260.75]"
002294.png,Pedestrian,"[359.62, 189.8, 386.28, 267.48]"
002294.png,Van,"[679.6, 169.95, 713.45, 206.99]"
002294.png,DontCare,"[0.0, 0.0, 173.66, 373.0]"
000483.png,Car,"[618.28, 175.23, 687.01, 239.9]"
000483.png,Car,"[819.32, 173.48, 1055.85, 300.28]"
000483.png,Car,"[23.58, 191.67, 335.55, 316.88]"
000483.png,Car,"[521.48, 171.38, 571.92, 208.69]"
000483.png,Car,"[186.3, 183.78, 335.75, 248.62]"
000483.png,Car,"[411.36, 182.32, 488.84, 216.78]"
000483.png,Car,"[673.08, 170.65, 719.89, 196.26]"
000483.png,Car,"[709.97, 170.9, 733.26, 187.64]"
000483.png,Car,"[0.0, 188.34, 180.35, 254.08]"
000483.png,DontCare,"[740.64, 171.44, 758.13, 186.49]"
000483.png,DontCare,"[764.77, 176.06, 808.56, 184.44]"
001945.png,Truck,"[589.34, 162.02, 622.03, 197.43]"
001945.png,Cyclist,"[14.46, 189.91, 57.74, 240.47]"
001945.png,Car,"[154.24, 189.56, 269.85, 242.96]"
001945.png,Cyclist,"[731.83, 160.33, 764.64, 222.55]"
001945.png,DontCare,"[422.23, 176.65, 548.66, 203.47]"
001945.png,DontCare,"[552.27, 179.19, 583.56, 191.73]"
006794.png,Car,"[586.55, 179.5, 617.29, 209.89]"
006794.png,Tram,"[432.84, 167.52, 471.48, 192.7]"
006794.png,DontCare,"[505.4, 178.15, 535.65, 187.57]"
006794.png,DontCare,"[550.19, 177.1, 560.65, 187.56]"
003834.png,Car,"[584.49, 188.3, 617.04, 214.89]"
003834.png,Car,"[533.88, 187.15, 564.21, 210.44]"
003834.png,Van,"[598.69, 172.6, 619.77, 201.48]"
003834.png,Car,"[320.16, 184.64, 366.11, 210.09]"
003834.png,DontCare,"[559.56, 171.9, 590.85, 185.48]"
004183.png,Car,"[480.23, 195.42, 548.26, 247.84]"
004183.png,Car,"[567.57, 175.67, 588.56, 197.33]"
004183.png,DontCare,"[596.73, 172.45, 608.34, 182.12]"
005289.png,Car,"[79.23, 196.66, 401.91, 358.63]"
005289.png,Car,"[506.07, 186.48, 576.78, 230.99]"
005289.png,Car,"[628.37, 180.4, 665.6, 202.79]"
005289.png,Van,"[805.43, 156.0, 889.28, 193.63]"
005289.png,Cyclist,"[697.37, 172.7, 733.92, 252.23]"
005289.png,DontCare,"[658.52, 171.9, 703.35, 200.07]"
005289.png,DontCare,"[757.48, 171.9, 789.81, 192.78]"
005289.png,DontCare,"[725.19, 170.85, 749.19, 185.47]"
003820.png,Car,"[0.0, 197.27, 193.61, 374.0]"
003820.png,Car,"[438.91, 164.84, 584.83, 270.27]"
